Year,Month,Projection Cycle,Project Number,Project (English),Project (Spanish),Operation Number,Region,IDB Country,Country,Country (English),Country (Spanish),Department,Responsible Unit,Responsible Unit Name,Project Type,Project Type (English),Project Type (Spanish),Fund,Fund (English),Fund (Spanish),Lending Type,Lending Type (English),Lending Type (Spanish),Lending Instrument,Lending Instrument (English),Lending Instrument (Spanish),Modality,Modality (English),Modality (Spanish),Project Phase,Project Phase (English),Project Phase (Spanish),Project Stage,Project Stage (English),Project Stage (Spanish),Parent Operation Number,Project Category,Attribute Filter Value,Approval Year,Transaction Year,Transaction Month,Transaction Date,Recent Disbursement Request Value Date,IS Parent Child Operation,IS SubLoan Exist,IS FIN Processing,IS Agreed Projection,IS Projection,Projection Amount (USEQ),Baseline Projection Amount (USEQ),Disbursed Amount (USEQ),Available Amount (USEQ),Available Amount (Apprvd),Minimum Pending Justification Amount,DW Update Timestamp,udr_cd
2026,6,202606,BR-L1598,SOCIAL DEVELOPMENT WITH FISCAL SUSTAINABILITY PROGRAM FOR THE MUNICÍPIO OF PORTO ALEGRE (PORTO ALEGRE+),PROGRAMA DE DESARROLLO SOCIAL Y SOSTENIBILIDAD FISCAL DEL MUNICIPIO DE PORTO ALEGRE (PORTO ALEGRE +),5751/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,LBR,LBR (Loan Based on Results),LBR (Préstamo basado en resultados),EXEC_PH,Execution,Execution,CA,Cancelled (all the Operations are closed),Cancelado (todas las operaciones están cerradas),,A,,2023,2029,7,7/31/2029 0:00,,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1598,SOCIAL DEVELOPMENT WITH FISCAL SUSTAINABILITY PROGRAM FOR THE MUNICÍPIO OF PORTO ALEGRE (PORTO ALEGRE+),PROGRAMA DE DESARROLLO SOCIAL Y SOSTENIBILIDAD FISCAL DEL MUNICIPIO DE PORTO ALEGRE (PORTO ALEGRE +),5751/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,LBR,LBR (Loan Based on Results),LBR (Préstamo basado en resultados),EXEC_PH,Execution,Execution,CA,Cancelled (all the Operations are closed),Cancelado (todas las operaciones están cerradas),,A,,2023,2030,7,7/31/2030 0:00,,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,CID,BL,BZ,Belize,Belice,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2021,2026,7,7/31/2026 0:00,11/17/2025 0:00,Parent Operation,N,Y,N,Y,0,0,0,4670525,4670525,718407.46,6/16/2026,CID/CBL
2026,6,202606,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,CID,BL,BZ,Belize,Belice,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2021,2026,12,12/31/2026 0:00,11/17/2025 0:00,Parent Operation,N,Y,N,Y,0,0,0,4670525,4670525,718407.46,6/16/2026,CID/CBL
2026,6,202606,BL-L1038,Strengthening Public Expenditure Management in Belize,Fortalecimiento de la Gestión del Gasto Público en Belice,5353/OC-BL,CID,BL,BZ,Belize,Belice,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,DI,Disbursing (From eligibility until all the Operations are closed),Desembolso (De la elegibilidad hasta que todas las operaciones estén cerradas),,A,,2021,2028,2,2/29/2028 0:00,11/17/2025 0:00,Parent Operation,N,Y,N,Y,0,0,0,4670525,4670525,718407.46,6/16/2026,CID/CBL
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2024,12,12/31/2024 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,150000000,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2026,9,9/30/2026 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2027,5,5/31/2027 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2028,2,2/29/2028 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2028,7,7/31/2028 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2018,8,8/31/2018 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2019,6,6/30/2019 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2019,10,10/31/2019 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2020,4,4/30/2020 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2023,4,4/30/2023 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2023,7,7/31/2023 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2028,3,3/31/2028 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2028,11,11/30/2028 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2018,12,12/31/2018 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2019,7,7/31/2019 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,AR-L1149,MULTISECTORIAL PREINVESTMENT PROGRAM IV (CCLIP),PROGRAMA MULTISECTORIAL DE PREINVERSION IV (CCLIP),2851/OC-AR,CSC,AR,AR,Argentina,Argentina,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2012,2019,6,6/30/2019 0:00,6/13/2022 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CAR
2026,6,202606,AR-L1149,MULTISECTORIAL PREINVESTMENT PROGRAM IV (CCLIP),PROGRAMA MULTISECTORIAL DE PREINVERSION IV (CCLIP),2851/OC-AR,CSC,AR,AR,Argentina,Argentina,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2012,2021,4,4/30/2021 0:00,6/13/2022 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CAR
2026,6,202606,AR-L1149,MULTISECTORIAL PREINVESTMENT PROGRAM IV (CCLIP),PROGRAMA MULTISECTORIAL DE PREINVERSION IV (CCLIP),2851/OC-AR,CSC,AR,AR,Argentina,Argentina,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2012,2021,7,7/31/2021 0:00,6/13/2022 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CAR
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2024,10,10/31/2024 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2025,5,5/31/2025 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2026,4,4/30/2026 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2026,8,8/31/2026 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2026,11,11/30/2026 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,SU-L1066,Fiscal Sustainability Program for Economic Development II,Programa de Sostenibilidad Fiscal para el Desarrollo Económico II,5911/OC-SU,CCB,SU,SR,Suriname,Suriname,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,PBL,Policy-Based Loan,Préstamo de Apoyo a Reformas de Política,PBP,PBP (Programmatic Policy Base Loan),PBP (Programático),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2024,2027,1,1/31/2027 0:00,12/23/2024 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CCB/CSU
2026,6,202606,AR-L1149,MULTISECTORIAL PREINVESTMENT PROGRAM IV (CCLIP),PROGRAMA MULTISECTORIAL DE PREINVERSION IV (CCLIP),2851/OC-AR,CSC,AR,AR,Argentina,Argentina,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2012,2018,12,12/31/2018 0:00,6/13/2022 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CAR
2026,6,202606,AR-L1149,MULTISECTORIAL PREINVESTMENT PROGRAM IV (CCLIP),PROGRAMA MULTISECTORIAL DE PREINVERSION IV (CCLIP),2851/OC-AR,CSC,AR,AR,Argentina,Argentina,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2012,2021,6,6/30/2021 0:00,6/13/2022 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CAR
2026,6,202606,AR-L1149,MULTISECTORIAL PREINVESTMENT PROGRAM IV (CCLIP),PROGRAMA MULTISECTORIAL DE PREINVERSION IV (CCLIP),2851/OC-AR,CSC,AR,AR,Argentina,Argentina,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2012,2022,2,2/28/2022 0:00,6/13/2022 0:00,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CAR
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2020,10,10/31/2020 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
2026,6,202606,BR-L1250,PROFISCO DF - Distrito Federal,PROFISCO DF - Distrito Federal,3040/OC-BR,CSC,BR,BR,Brazil,Brasil,IFD,IFD/FMM,Fiscal Management Division,LON,Loan Operation,Operación de Préstamo,ORC,Ordinary Capital,,SG,Sovereign Guaranteed,SG,INV,Investment Loan,Préstamo de Inversión,ESP,ESP (Specific Investment Operation),ESP (Operación de inversión específica),EXEC_PH,Execution,Execution,CO,Closed,Cerrado,,A,,2013,2021,9,9/30/2021 0:00,11/24/2021 6:31,Parent Operation,N,Y,N,Y,0,0,0,0,0,,6/16/2026,CSC/CBR
